batting_team,bowling_team,venue,overs,current_score,wickets,runs_last_5_overs,wickets_last_5_overs,total_score
Royal Challengers Bangalore,Lucknow Super Giants,MA Chidambaram Stadium,17.4,96,3,49,1,120
Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,10.9,56,0,63,0,170
Royal Challengers Bangalore,Lucknow Super Giants,Sawai Mansingh Stadium,14.6,159,3,38,3,188
Punjab Kings,Royal Challengers Bangalore,Feroz Shah Kotla,5.8,44,2,69,0,193
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,12.8,75,4,54,1,117
Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,18.1,126,4,27,3,137
Delhi Capitals,Mumbai Indians,M Chinnaswamy Stadium,5.3,56,2,27,0,206
Punjab Kings,Kolkata Knight Riders,Feroz Shah Kotla,18.3,206,4,34,0,215
Mumbai Indians,Rajasthan Royals,MA Chidambaram Stadium,12.5,90,1,64,1,140
Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,13.3,109,5,49,0,146
Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Stadium,8.0,62,1,54,1,138
Delhi Capitals,Rajasthan Royals,MA Chidambaram Stadium,9.2,54,3,68,2,120
Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,16.4,160,4,40,1,186
Rajasthan Royals,Mumbai Indians,MA Chidambaram Stadium,15.2,182,5,39,3,212
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,11.7,138,2,50,0,224
Kolkata Knight Riders,Royal Challengers Bangalore,Feroz Shah Kotla,15.9,130,3,67,2,153
Kolkata Knight Riders,Lucknow Super Giants,Rajiv Gandhi International Stadium,5.4,35,3,42,1,138
Kolkata Knight Riders,Lucknow Super Giants,Feroz Shah Kotla,9.4,54,4,26,1,137
Kolkata Knight Riders,Punjab Kings,Eden Gardens,14.9,95,6,61,0,114
Delhi Capitals,Gujarat Titans,M Chinnaswamy Stadium,16.0,165,3,65,0,200
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,12.7,70,4,47,0,107
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,10.9,56,2,26,1,108
Sunrisers Hyderabad,Mumbai Indians,Sawai Mansingh Stadium,18.7,106,1,64,0,119
Sunrisers Hyderabad,Lucknow Super Giants,Sawai Mansingh Stadium,10.2,103,1,59,0,217
Gujarat Titans,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,5.7,47,2,59,2,167
Punjab Kings,Kolkata Knight Riders,Arun Jaitley Stadium,10.3,70,3,57,2,161
Gujarat Titans,Chennai Super Kings,Narendra Modi Stadium,14.3,77,1,45,1,123
Punjab Kings,Royal Challengers Bangalore,Narendra Modi Stadium,18.2,197,2,25,0,209
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,13.0,70,1,53,1,121
Punjab Kings,Gujarat Titans,Sawai Mansingh Stadium,10.4,59,5,26,1,131
Delhi Capitals,Sunrisers Hyderabad,Sawai Mansingh Stadium,8.7,67,2,40,0,193
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,16.6,136,2,34,0,172
Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,6.9,40,2,45,1,120
Delhi Capitals,Punjab Kings,MA Chidambaram Stadium,16.9,189,1,27,1,220
Sunrisers Hyderabad,Lucknow Super Giants,Eden Gardens,15.3,176,0,33,0,232
Royal Challengers Bangalore,Lucknow Super Giants,Feroz Shah Kotla,16.5,148,1,38,1,169
Lucknow Super Giants,Royal Challengers Bangalore,Arun Jaitley Stadium,15.6,110,1,61,1,162
Mumbai Indians,Punjab Kings,Eden Gardens,17.9,161,3,51,2,176
Rajasthan Royals,Punjab Kings,Feroz Shah Kotla,7.6,73,2,38,2,176
Punjab Kings,Mumbai Indians,MA Chidambaram Stadium,6.2,73,3,60,2,166
Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,5.5,52,3,25,0,141
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,5.5,46,1,58,0,193
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Stadium,10.1,86,1,47,1,167
Kolkata Knight Riders,Sunrisers Hyderabad,Punjab Cricket Association Stadium,14.9,167,0,28,0,205
Punjab Kings,Kolkata Knight Riders,Eden Gardens,8.8,57,1,67,0,135
Gujarat Titans,Royal Challengers Bangalore,Wankhede Stadium,8.6,99,2,62,1,199
Gujarat Titans,Rajasthan Royals,Sawai Mansingh Stadium,16.9,176,4,64,0,204
Gujarat Titans,Sunrisers Hyderabad,Narendra Modi Stadium,9.8,74,0,39,0,164
Mumbai Indians,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,5.5,41,1,64,1,179
Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,7.1,48,3,59,1,136
Chennai Super Kings,Rajasthan Royals,M Chinnaswamy Stadium,9.6,58,4,49,2,142
Gujarat Titans,Chennai Super Kings,Feroz Shah Kotla,10.2,89,4,67,1,178
Lucknow Super Giants,Royal Challengers Bangalore,M Chinnaswamy Stadium,11.8,127,1,54,1,191
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Stadium,19.2,138,5,67,0,143
Mumbai Indians,Punjab Kings,Narendra Modi Stadium,15.4,157,1,25,1,212
Royal Challengers Bangalore,Lucknow Super Giants,MA Chidambaram Stadium,8.2,68,0,48,0,166
Chennai Super Kings,Rajasthan Royals,M Chinnaswamy Stadium,10.7,127,6,56,0,181
Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,16.7,142,4,34,1,170
Sunrisers Hyderabad,Royal Challengers Bangalore,Eden Gardens,12.9,98,3,65,0,168
Lucknow Super Giants,Punjab Kings,MA Chidambaram Stadium,10.2,96,2,59,2,193
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,17.2,177,3,41,0,192
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,9.1,48,1,34,0,114
Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,8.9,80,4,28,1,163
Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,8.6,57,7,51,1,137
Sunrisers Hyderabad,Punjab Kings,M Chinnaswamy Stadium,19.2,162,4,49,0,168
Delhi Capitals,Kolkata Knight Riders,MA Chidambaram Stadium,9.8,81,1,32,1,161
Kolkata Knight Riders,Punjab Kings,MA Chidambaram Stadium,19.5,210,4,62,1,213
Lucknow Super Giants,Mumbai Indians,Arun Jaitley Stadium,12.3,106,7,34,1,152
Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,18.7,108,2,68,1,121
Mumbai Indians,Sunrisers Hyderabad,Sawai Mansingh Stadium,15.1,112,4,51,1,136
Punjab Kings,Gujarat Titans,Eden Gardens,8.7,55,3,43,3,152
Chennai Super Kings,Kolkata Knight Riders,Feroz Shah Kotla,5.7,54,5,50,0,174
Lucknow Super Giants,Delhi Capitals,Feroz Shah Kotla,18.2,148,1,55,0,168
Gujarat Titans,Rajasthan Royals,M Chinnaswamy Stadium,14.7,139,1,66,1,193
Delhi Capitals,Gujarat Titans,Sawai Mansingh Stadium,5.8,54,6,67,0,152
Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,9.9,116,1,44,0,215
Punjab Kings,Sunrisers Hyderabad,M Chinnaswamy Stadium,6.9,69,4,48,0,194
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,7.1,80,1,31,0,213
Gujarat Titans,Delhi Capitals,Punjab Cricket Association Stadium,9.1,91,1,66,1,188
Lucknow Super Giants,Kolkata Knight Riders,Feroz Shah Kotla,13.8,98,2,42,2,143
Lucknow Super Giants,Royal Challengers Bangalore,Eden Gardens,11.0,62,1,69,1,113
Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,15.4,124,3,60,3,156
Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,15.7,180,3,48,0,216
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,9.2,96,2,54,2,154
Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,9.6,61,3,35,2,136
Rajasthan Royals,Gujarat Titans,Narendra Modi Stadium,14.1,108,3,31,1,158
Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,18.3,96,1,47,1,108
Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,13.6,152,5,25,2,198
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,15.8,181,3,49,1,219
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,15.9,162,2,25,1,185
Rajasthan Royals,Lucknow Super Giants,MA Chidambaram Stadium,16.0,81,3,51,0,120
Punjab Kings,Lucknow Super Giants,Eden Gardens,10.2,69,2,42,1,146
Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,5.8,52,3,34,0,161
Royal Challengers Bangalore,Gujarat Titans,MA Chidambaram Stadium,12.7,147,0,51,0,235
Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,8.0,42,2,36,0,150
Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,7.5,59,3,67,2,153
Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association Stadium,17.8,200,1,47,1,221
Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,15.3,159,5,55,0,184
Royal Challengers Bangalore,Mumbai Indians,Feroz Shah Kotla,15.4,133,3,51,0,174
Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,16.7,113,4,42,1,130
Punjab Kings,Kolkata Knight Riders,Eden Gardens,15.0,84,6,25,1,125
Punjab Kings,Rajasthan Royals,Feroz Shah Kotla,14.8,152,2,62,0,201
Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,8.3,45,1,57,0,137
Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,13.2,92,2,28,0,145
Lucknow Super Giants,Mumbai Indians,Narendra Modi Stadium,12.9,98,1,44,1,183
Lucknow Super Giants,Rajasthan Royals,Feroz Shah Kotla,12.4,147,1,32,1,194
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,11.3,83,1,64,0,172
Lucknow Super Giants,Delhi Capitals,Sawai Mansingh Stadium,13.9,111,2,40,0,147
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,17.8,143,4,66,1,155
Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,16.4,177,4,29,3,196
Mumbai Indians,Chennai Super Kings,Eden Gardens,10.9,104,4,45,2,170
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,19.4,104,1,32,1,111
Gujarat Titans,Delhi Capitals,Rajiv Gandhi International Stadium,18.7,137,4,59,2,149
Lucknow Super Giants,Gujarat Titans,Sawai Mansingh Stadium,12.6,116,3,65,1,194
Chennai Super Kings,Lucknow Super Giants,M Chinnaswamy Stadium,15.6,170,0,47,0,221
Gujarat Titans,Chennai Super Kings,Sawai Mansingh Stadium,10.4,113,1,26,0,191
Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association Stadium,16.7,159,2,33,2,184
Lucknow Super Giants,Royal Challengers Bangalore,MA Chidambaram Stadium,15.5,151,3,69,0,186
Rajasthan Royals,Chennai Super Kings,MA Chidambaram Stadium,10.0,86,1,50,0,154
Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,9.7,51,6,47,2,97
Lucknow Super Giants,Rajasthan Royals,M Chinnaswamy Stadium,13.8,116,1,48,1,165
Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,16.9,161,3,68,1,178
Kolkata Knight Riders,Mumbai Indians,Punjab Cricket Association Stadium,9.7,50,0,42,0,112
Chennai Super Kings,Gujarat Titans,Feroz Shah Kotla,8.1,41,3,35,0,142
Punjab Kings,Royal Challengers Bangalore,Feroz Shah Kotla,18.1,181,2,69,2,198
Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,10.0,52,3,64,0,115
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,9.3,84,3,60,0,184
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,14.6,142,2,63,0,175
Mumbai Indians,Gujarat Titans,Wankhede Stadium,13.4,136,0,66,0,209
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,9.8,82,4,38,1,148
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,14.0,144,2,27,2,177
Kolkata Knight Riders,Punjab Kings,Wankhede Stadium,8.7,82,6,65,2,151
Kolkata Knight Riders,Delhi Capitals,Feroz Shah Kotla,17.2,99,3,33,1,122
Punjab Kings,Mumbai Indians,Wankhede Stadium,11.2,126,2,66,0,201
Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,16.7,108,3,63,3,131
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,14.4,163,2,44,0,209
Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,12.2,111,5,68,1,149
Rajasthan Royals,Gujarat Titans,MA Chidambaram Stadium,7.1,43,0,65,0,191
Delhi Capitals,Lucknow Super Giants,Eden Gardens,17.8,209,3,55,2,227
Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,5.2,38,0,48,0,181
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,8.0,46,1,51,0,122
Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,13.0,118,0,50,0,189
Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,14.7,77,9,41,1,103
Kolkata Knight Riders,Punjab Kings,Narendra Modi Stadium,18.8,186,2,62,0,195
Mumbai Indians,Royal Challengers Bangalore,Feroz Shah Kotla,9.5,65,4,34,3,160
Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,12.6,117,1,35,0,183
Gujarat Titans,Mumbai Indians,Wankhede Stadium,16.8,171,4,36,0,195
Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,12.6,63,3,41,2,106
Lucknow Super Giants,Sunrisers Hyderabad,Sawai Mansingh Stadium,11.5,86,3,65,0,174
Kolkata Knight Riders,Gujarat Titans,Narendra Modi Stadium,14.6,169,1,46,1,233
Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,16.9,162,3,66,0,182
Lucknow Super Giants,Sunrisers Hyderabad,Eden Gardens,5.9,62,2,26,0,175
Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,8.6,58,3,41,1,121
Rajasthan Royals,Lucknow Super Giants,Rajiv Gandhi International Stadium,17.6,203,0,40,0,228
Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,19.1,226,1,34,1,234
Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,17.0,166,3,38,3,191
Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,8.5,96,1,60,0,233
Mumbai Indians,Kolkata Knight Riders,MA Chidambaram Stadium,17.3,122,0,38,0,155
Delhi Capitals,Sunrisers Hyderabad,Punjab Cricket Association Stadium,19.0,104,2,41,0,112
Kolkata Knight Riders,Sunrisers Hyderabad,Sawai Mansingh Stadium,14.6,144,2,65,2,187
Royal Challengers Bangalore,Gujarat Titans,Arun Jaitley Stadium,10.5,121,4,38,1,169
Lucknow Super Giants,Punjab Kings,Punjab Cricket Association Stadium,15.3,155,2,25,1,204
Mumbai Indians,Delhi Capitals,M Chinnaswamy Stadium,16.6,159,2,40,2,179
Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,7.0,82,3,57,0,188
Gujarat Titans,Kolkata Knight Riders,Wankhede Stadium,13.3,151,1,50,0,197
Kolkata Knight Riders,Delhi Capitals,Sawai Mansingh Stadium,5.5,47,1,66,1,150
Kolkata Knight Riders,Delhi Capitals,Wankhede Stadium,14.8,166,0,61,0,232
Sunrisers Hyderabad,Punjab Kings,Sawai Mansingh Stadium,15.8,173,3,50,0,197
Royal Challengers Bangalore,Lucknow Super Giants,Wankhede Stadium,10.4,105,3,65,2,166
Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,12.7,148,1,68,0,230
Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,18.5,189,1,26,1,198
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,15.9,160,7,42,0,179
Chennai Super Kings,Punjab Kings,Narendra Modi Stadium,12.9,89,2,61,1,132
Punjab Kings,Mumbai Indians,Wankhede Stadium,9.7,76,4,69,3,162
Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,15.1,176,5,41,0,208
Chennai Super Kings,Gujarat Titans,Rajiv Gandhi International Stadium,11.6,138,5,38,1,197
Delhi Capitals,Lucknow Super Giants,Narendra Modi Stadium,18.3,206,5,35,0,214
Delhi Capitals,Gujarat Titans,Feroz Shah Kotla,5.1,51,5,45,0,129
Royal Challengers Bangalore,Punjab Kings,Feroz Shah Kotla,8.1,63,1,33,0,186
Kolkata Knight Riders,Sunrisers Hyderabad,Feroz Shah Kotla,10.1,82,1,29,1,189
Sunrisers Hyderabad,Gujarat Titans,Narendra Modi Stadium,13.2,132,2,48,1,198
Royal Challengers Bangalore,Punjab Kings,M Chinnaswamy Stadium,17.1,175,2,56,1,205
Sunrisers Hyderabad,Mumbai Indians,Sawai Mansingh Stadium,13.9,104,0,49,0,164
Punjab Kings,Delhi Capitals,Eden Gardens,16.6,144,1,52,1,168
Gujarat Titans,Sunrisers Hyderabad,Punjab Cricket Association Stadium,10.9,113,1,49,0,177
Royal Challengers Bangalore,Mumbai Indians,Eden Gardens,12.3,113,0,60,0,191
Royal Challengers Bangalore,Rajasthan Royals,MA Chidambaram Stadium,11.2,82,2,68,2,169
Mumbai Indians,Sunrisers Hyderabad,MA Chidambaram Stadium,10.6,119,1,49,0,198
Mumbai Indians,Rajasthan Royals,Punjab Cricket Association Stadium,12.1,133,2,43,2,185
Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,10.5,78,3,53,0,163
Royal Challengers Bangalore,Kolkata Knight Riders,Punjab Cricket Association Stadium,12.9,104,4,64,3,157
Royal Challengers Bangalore,Lucknow Super Giants,MA Chidambaram Stadium,5.9,33,1,32,1,138
Rajasthan Royals,Royal Challengers Bangalore,Punjab Cricket Association Stadium,13.5,123,4,52,1,165
Chennai Super Kings,Delhi Capitals,Rajiv Gandhi International Stadium,5.1,47,0,47,0,218
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,8.9,90,3,69,0,161
Gujarat Titans,Mumbai Indians,Wankhede Stadium,7.9,40,4,54,1,135
Lucknow Super Giants,Kolkata Knight Riders,Feroz Shah Kotla,6.7,70,2,37,1,158
Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,16.7,158,3,60,3,178
Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,9.7,48,3,46,1,141
Sunrisers Hyderabad,Gujarat Titans,M Chinnaswamy Stadium,15.9,104,4,60,0,139
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,17.5,195,4,32,3,216
Gujarat Titans,Kolkata Knight Riders,Rajiv Gandhi International Stadium,16.2,157,2,46,0,185
Mumbai Indians,Kolkata Knight Riders,Feroz Shah Kotla,7.4,48,0,66,0,170
Lucknow Super Giants,Mumbai Indians,M Chinnaswamy Stadium,14.1,161,1,68,1,200
Sunrisers Hyderabad,Punjab Kings,Arun Jaitley Stadium,5.4,64,4,28,1,177
Kolkata Knight Riders,Delhi Capitals,MA Chidambaram Stadium,11.4,131,3,35,0,180
Rajasthan Royals,Gujarat Titans,Sawai Mansingh Stadium,12.4,89,2,49,0,144
Sunrisers Hyderabad,Delhi Capitals,Arun Jaitley Stadium,12.6,146,1,42,0,198
Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,14.0,76,3,69,0,132
Punjab Kings,Delhi Capitals,Wankhede Stadium,9.7,80,2,41,2,171
Mumbai Indians,Punjab Kings,Punjab Cricket Association Stadium,17.9,177,2,45,2,200
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,5.8,39,3,67,0,131
Sunrisers Hyderabad,Chennai Super Kings,Punjab Cricket Association Stadium,18.4,101,4,63,0,111
Chennai Super Kings,Mumbai Indians,Narendra Modi Stadium,6.1,53,6,51,1,117
Chennai Super Kings,Punjab Kings,Narendra Modi Stadium,13.0,130,5,65,2,188
Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,18.8,141,5,60,2,148
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,6.6,51,3,31,3,159
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,6.3,63,8,45,1,108
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,6.0,60,2,57,0,156
Kolkata Knight Riders,Rajasthan Royals,Rajiv Gandhi International Stadium,14.5,129,2,60,0,163
Punjab Kings,Gujarat Titans,Eden Gardens,16.3,162,1,62,1,198
Mumbai Indians,Delhi Capitals,Sawai Mansingh Stadium,6.8,58,0,42,0,181
Sunrisers Hyderabad,Chennai Super Kings,Narendra Modi Stadium,11.1,90,0,41,0,187
Punjab Kings,Lucknow Super Giants,M Chinnaswamy Stadium,10.4,82,2,26,2,160
Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,14.4,128,5,45,1,156
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,12.1,130,2,29,2,206
Royal Challengers Bangalore,Kolkata Knight Riders,Sawai Mansingh Stadium,10.0,119,1,50,1,222
Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,5.9,67,0,66,0,247
Sunrisers Hyderabad,Royal Challengers Bangalore,Feroz Shah Kotla,19.4,185,1,48,1,188
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Stadium,15.3,152,1,50,1,197
Punjab Kings,Mumbai Indians,Arun Jaitley Stadium,9.1,77,2,51,1,191
Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,15.2,158,1,65,0,187
Punjab Kings,Mumbai Indians,MA Chidambaram Stadium,13.7,80,4,42,1,141
Kolkata Knight Riders,Punjab Kings,MA Chidambaram Stadium,15.7,80,2,58,2,112
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,10.0,72,3,33,3,129
Gujarat Titans,Punjab Kings,Arun Jaitley Stadium,12.9,119,2,46,1,186
Rajasthan Royals,Gujarat Titans,Sawai Mansingh Stadium,11.5,84,2,55,1,131
Chennai Super Kings,Lucknow Super Giants,Feroz Shah Kotla,19.3,132,1,58,0,138
Mumbai Indians,Gujarat Titans,M Chinnaswamy Stadium,11.0,64,3,32,2,139
Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,7.5,53,0,59,0,189
Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Stadium,17.0,118,4,40,1,140
Chennai Super Kings,Punjab Kings,M Chinnaswamy Stadium,11.2,57,1,30,1,122
Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,18.0,148,3,45,1,166
Chennai Super Kings,Punjab Kings,Feroz Shah Kotla,19.1,221,1,68,1,230
Royal Challengers Bangalore,Kolkata Knight Riders,Feroz Shah Kotla,9.1,62,2,37,1,151
Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,14.1,154,2,55,1,211
Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,8.2,51,2,33,0,147
Gujarat Titans,Chennai Super Kings,Punjab Cricket Association Stadium,11.2,74,0,44,0,186
Sunrisers Hyderabad,Royal Challengers Bangalore,Wankhede Stadium,10.0,119,2,41,2,177
Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,19.5,172,4,38,0,176
Lucknow Super Giants,Kolkata Knight Riders,Arun Jaitley Stadium,5.9,32,2,27,2,169
Lucknow Super Giants,Chennai Super Kings,Sawai Mansingh Stadium,13.4,89,2,38,2,131
Chennai Super Kings,Gujarat Titans,Punjab Cricket Association Stadium,12.7,91,4,67,1,150
Lucknow Super Giants,Punjab Kings,M Chinnaswamy Stadium,6.5,72,2,42,1,182
Chennai Super Kings,Mumbai Indians,Punjab Cricket Association Stadium,18.5,143,3,25,2,152
Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,10.4,110,2,67,2,206
Delhi Capitals,Punjab Kings,Sawai Mansingh Stadium,7.4,39,4,30,3,161
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,17.7,168,3,38,1,184
Gujarat Titans,Lucknow Super Giants,Narendra Modi Stadium,8.8,90,1,41,1,222
Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,6.1,71,1,44,0,198
Chennai Super Kings,Lucknow Super Giants,Narendra Modi Stadium,16.6,180,2,27,1,213
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,12.8,81,2,60,1,151
Punjab Kings,Gujarat Titans,Wankhede Stadium,7.7,78,4,38,1,169
Mumbai Indians,Punjab Kings,MA Chidambaram Stadium,15.6,145,5,46,2,170
Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,18.5,167,4,34,3,174
Lucknow Super Giants,Chennai Super Kings,Rajiv Gandhi International Stadium,11.9,81,8,53,1,130
Punjab Kings,Chennai Super Kings,Narendra Modi Stadium,18.8,155,5,27,3,160
Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,18.5,111,3,55,2,122
Mumbai Indians,Rajasthan Royals,Eden Gardens,6.2,69,4,55,4,136
Delhi Capitals,Rajasthan Royals,Narendra Modi Stadium,17.3,160,1,55,0,183
Sunrisers Hyderabad,Kolkata Knight Riders,Punjab Cricket Association Stadium,14.9,169,3,41,0,222
Kolkata Knight Riders,Gujarat Titans,Punjab Cricket Association Stadium,13.3,78,3,67,0,111
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,6.1,55,1,42,1,162
Royal Challengers Bangalore,Gujarat Titans,Feroz Shah Kotla,11.1,67,1,27,1,122
Gujarat Titans,Sunrisers Hyderabad,Feroz Shah Kotla,11.1,126,7,55,2,174
Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,11.3,88,5,65,0,137
Gujarat Titans,Rajasthan Royals,Eden Gardens,15.5,110,0,41,0,156
